game_id,date,time,season,season_type,week,game_type,status,home_team,away_team,venue_name,venue_city,venue_country,broadcast_networks,home_team_wins,home_team_losses,home_team_win_pct,home_team_points_for,home_team_points_against,away_team_wins,away_team_losses,away_team_win_pct,away_team_points_for,away_team_points_against,ticket_url
1ab6b0a3-f037-11f0-9442-5911216651e2,2026-01-17,2026-01-17T21:30:00Z,2025,POST,2,AFC_DIV,SCHEDULED,Denver Broncos,Buffalo Bills,Empower Field at Mile High,Denver,USA,"CBS, PARAMOUNT+",14,3,0.824,401,311,12,5,0.706,481,365,https://www.ticketmaster.com/event/1E006275A11B2EAE?wt.mc_id=NFL_LEAGUE_SCHED_PG_LINKS_DEN_PLAYOFFS_GM2&utm_source=NFL.com&utm_medium=client&utm_campaign=NFL_LEAGUE&utm_content=SCHED_PG_LINKS_DEN_PLAYOFFS_GM2&campaign=den-tg-ie-sp-2064020
